12 100 10000
37 0.189673867786 0.547515957348 1
78 0.531925297505 0.754408363707 0
89 0.224587185548 0.731148881438 1
8 0.957000471555 0.987403996467 1
59 0.228375853127 0.981680678592 0
30 0.181373868732 0.556856947560 0
64 0.490600269499 0.541865097740 1
78 0.221307688683 0.313269669531 0
46 0.039263174239 0.786326592504 1
13 0.366426094586 0.876446798681 1
68 0.027236095082 0.027473674193 1
73 0.016723707887 0.489358671173 1
53 0.654048274627 0.765712342071 0
64 0.105859315966 0.441126061192 0
97 0.609525103629 0.932704556440 1
40 0.044616140532 0.476899193452 1
42 0.054484557430 0.481520290856 1
5 0.005189374951 0.453719243553 0
89 0.418287744731 0.729360995418 1
94 0.580983340315 0.677903917507 0
15 0.573934770789 0.582403629445 1
52 0.264104692106 0.309824304333 0
3 0.695913562977 0.950214295156 1
80 0.315341847341 0.355926526178 1
83 0.009907268324 0.485294139092 0
78 0.323075596288 0.359893120909 0
99 0.169263878733 0.964464738133 1
35 0.714722718245 0.812435570062 1
88 0.288540380491 0.690903184928 1
92 0.004603821638 0.724295285810 1
71 0.597909919919 0.608959145295 1
86 0.021403686028 0.121829333847 1
98 0.160358013945 0.646687019409 0
88 0.560679228077 0.903775177003 1
56 0.571037474117 0.705852714999 0
29 0.386941014012 0.836207311788 1
59 0.798906082931 0.875363540042 0
89 0.067308379755 0.989166689217 1
74 0.267758506325 0.924541451725 1
21 0.341776472082 0.405314859068 0
65 0.155599202516 0.561871368702 0
59 0.366951926715 0.504899888622 1
67 0.054610032467 0.138754230271 1
90 0.228040069327 0.519996651771 0
62 0.133680055419 0.669117468210 1
76 0.461306504884 0.854701240058 0
12 0.191856254450 0.632186316692 0
12 0.446271093714 0.723784101036 1
13 0.495009515299 0.724114876984 1
11 0.134667564272 0.917422366299 1
95 0.240653669113 0.341780181372 1
13 0.390409054680 0.908521615916 1
8 0.133985301094 0.380638399832 1
0 0.009805996238 0.937269755667 0
55 0.217343188469 0.645728021814 1
19 0.274672213079 0.923863856188 1
98 0.512572915878 0.897982095400 0
78 0.606565572163 0.918019326229 0
98 0.231657331245 0.596439978971 1
38 0.518427619869 0.776752058459 0
87 0.159884644593 0.264149359903 1
22 0.211231607565 0.254219579894 1
72 0.346861539194 0.648997299394 0
78 0.045749939302 0.872830648266 0
66 0.043424677848 0.963235950639 1
81 0.592716841803 0.712663045119 0
87 0.157716365026 0.675391155309 1
55 0.077800544365 0.374556026838 0
49 0.146702970761 0.698161551132 0
3 0.726701240280 0.976401469156 1
75 0.275418783650 0.827506205102 1
82 0.428487885049 0.590350517818 0
11 0.226038369854 0.925409652932 1
12 0.380242811120 0.560384007371 0
51 0.006792936561 0.421772874487 1
11 0.237173260393 0.592320425449 0
94 0.041491556331 0.625190314342 1
83 0.119772950650 0.157055534054 1
86 0.212804384059 0.777744173030 1
88 0.485888313274 0.691549499858 0
78 0.053603658637 0.476592096777 0
33 0.455326137980 0.620721632731 0
78 0.852969446050 0.933711118795 1
90 0.290086545981 0.795562312835 0
6 0.345195489174 0.705279207706 1
24 0.165698935191 0.473337855232 0
20 0.779702361159 0.809616186026 1
57 0.637110344414 0.887663971195 1
9 0.049480811771 0.582275947576 1
73 0.059897732992 0.652045884891 0
61 0.466121490615 0.757221670416 1
97 0.894905541844 0.952648404410 0
66 0.136762332565 0.965081057092 1
68 0.089509909043 0.489057961835 0
5 0.201502556399 0.491173970202 0
35 0.162571958694 0.310521821337 0
34 0.252912189812 0.594250988195 0
95 0.014044506412 0.074744099713 1
75 0.091366260268 0.214169556819 1
0 0.226374455662 0.481075773522 1
34 0.204610221661 0.864453969718 0
62 0.205749202697 0.586564752436 1
81 0.610600351106 0.850834843595 1
34 0.855309188723 0.951939066133 0
44 0.788855149955 0.946940260690 0
37 0.087609632686 0.163187336725 1
93 0.408416588243 0.832246384828 1
52 0.792405776715 0.846951131145 0
93 0.369576297886 0.679761192076 1
83 0.271520681963 0.426466775358 0
48 0.166729646399 0.374477067028 1
15 0.285044799625 0.926301166387 1
14 0.206520036046 0.758034376706 1
51 0.029133813434 0.608285604662 1
27 0.797030963449 0.879537978705 0
99 0.294060268908 0.348607194623 0
36 0.257014434185 0.865370329587 1
42 0.807593685807 0.882423957537 1
83 0.220270285060 0.640359948069 1
73 0.058228812421 0.295519510149 1
50 0.089212015189 0.695658808280 0
28 0.516127869339 0.682723469722 1
25 0.034509995109 0.326199076108 0
90 0.321383837680 0.997327282139 0
16 0.147534523635 0.367424073038 0
40 0.415479689177 0.566352771405 1
23 0.218809628059 0.808199716920 1
38 0.088403059004 0.374871525334 0
86 0.209036831148 0.631850132083 1
77 0.174105575182 0.338830187942 1
4 0.509213308339 0.612812574482 1
3 0.794712545644 0.850480966516 0
5 0.141365133757 0.174509550493 1
15 0.536390230835 0.630752681012 1
48 0.100431200571 0.151990601081 1
93 0.429960253721 0.699985759687 1
72 0.223748367824 0.406241458221 1
0 0.067901975658 0.836404207207 0
75 0.501158012131 0.734135233975 0
15 0.761233813537 0.885446320337 0
81 0.600083328503 0.990691419522 1
32 0.107026876087 0.653708790682 1
27 0.747869632578 0.895308734980 0
16 0.360905881463 0.557236403856 0
98 0.014046637928 0.664017866105 1
99 0.276060297465 0.864795748269 0
67 0.367043521072 0.396858701623 1
7 0.313355095029 0.357794211882 1
45 0.504684508995 0.824923230325 1
95 0.561792010217 0.827404584944 0
2 0.187994192694 0.677933125216 0
50 0.165703278837 0.997510550816 1
19 0.533476668841 0.539800723189 1
78 0.132678195063 0.423441120213 0
58 0.485382612046 0.796061043788 1
96 0.444365341456 0.891259671003 1
10 0.483711992211 0.899629412762 0
15 0.658834945190 0.737774376416 1
83 0.047466708389 0.081596039121 1
68 0.029361988596 0.356743241888 1
87 0.332822500379 0.896421859845 1
39 0.569026675187 0.654850931164 0
97 0.740061985749 0.756144085216 0
96 0.444463299455 0.687725897121 0
7 0.211197236852 0.372841497257 1
51 0.470212583107 0.589596679425 0
52 0.446637151294 0.739218631229 1
87 0.133153097872 0.859578167421 0
57 0.009623869678 0.999238978251 0
51 0.145547390983 0.235473370577 1
56 0.392544062567 0.938702848736 1
30 0.859716974618 0.897742259963 0
97 0.082349019725 0.396555263735 1
45 0.080513724091 0.175820604703 0
60 0.081405174570 0.686725036302 1
80 0.110624990603 0.264493251421 0
94 0.216757439820 0.763012769523 1
43 0.423054829378 0.557380943681 0
59 0.186314545659 0.893561185020 0
7 0.016187768362 0.828506643811 0
41 0.602263214012 0.684242068908 1
70 0.805077156700 0.892021036678 1
74 0.346987587232 0.925276800249 0
6 0.230557538815 0.440787210416 1
75 0.772442225222 0.911601997224 1
33 0.599137415905 0.954182321122 0
6 0.370973060968 0.898836697312 1
55 0.350751512177 0.658027982162 1
29 0.547973383878 0.750145396718 0
75 0.042939375222 0.747428676025 1
93 0.017065041921 0.236662182782 1
35 0.175313755787 0.954703642014 0
34 0.003870289992 0.248573822180 1
93 0.151965271830 0.734756193626 1
24 0.131280848437 0.750226092335 1
83 0.324413752800 0.791001119720 1
80 0.727840830695 0.972644453855 1
55 0.230153536292 0.234062190288 1
59 0.582798625452 0.703318020956 1
14 0.072924533640 0.509468128228 1
21 0.601715776931 0.654666109048 1
64 0.074863219702 0.180071456080 0
63 0.455758695106 0.460971065394 1
51 0.386547270913 0.909290335538 1
70 0.204633701061 0.941137527350 0
84 0.384904067611 0.389701035216 0
42 0.043697293550 0.321551050871 1
95 0.769103725818 0.959070867588 0
41 0.521619139409 0.781766081453 1
35 0.388859758812 0.590783270821 0
30 0.134533188352 0.480561535701 1
23 0.508021349400 0.568237910698 1
22 0.466700915692 0.865759874813 0
45 0.017335875686 0.459559064683 0
82 0.318720366432 0.701062287730 1
94 0.120067525775 0.529730154035 0
52 0.699764810661 0.825196042229 1
66 0.387815114776 0.567717148627 0
11 0.265047858407 0.709871487714 0
61 0.285315026262 0.598113876727 0
26 0.099124313430 0.926733175283 1
4 0.206938056429 0.963393566824 1
87 0.291354619075 0.407251756854 1
43 0.207563273560 0.757137011918 1
72 0.410705342099 0.452255977864 1
44 0.055081819777 0.840349364498 1
25 0.646480696941 0.836883122001 1
2 0.580509600311 0.987664141554 1
24 0.142995142106 0.346949621466 1
33 0.001622681994 0.413349966685 0
0 0.469018384381 0.556270531889 0
96 0.040598721851 0.518215709730 0
38 0.849287192368 0.853014029235 1
25 0.620713165597 0.938194565085 0
12 0.358390084536 0.572969462568 1
18 0.432225726316 0.893790707744 1
87 0.352774123448 0.656449212478 0
43 0.844933738738 0.900615386156 0
52 0.639443091550 0.749597000911 1
63 0.213246973445 0.318790804188 0
64 0.103087426224 0.741404182228 0
2 0.214918321180 0.875891294207 1
8 0.260506867885 0.690518970977 0
89 0.212667093422 0.305153525633 1
42 0.259850307253 0.354423573336 0
42 0.581119380669 0.982616662243 1
56 0.200723119141 0.206221319085 0
53 0.644369329610 0.706714218204 1
69 0.285541888337 0.361902605798 0
10 0.795735155871 0.827805158115 1
15 0.188414029523 0.339666361105 1
93 0.031296086632 0.735863995982 1
65 0.002755223318 0.531609966096 0
55 0.699523750802 0.722801569342 1
91 0.116054570638 0.426725289656 0
79 0.374255059732 0.836328661760 0
15 0.757983368232 0.873240479558 0
34 0.122439155365 0.798391419454 0
47 0.229915256178 0.919787776688 1
65 0.635824270543 0.714293074143 0
85 0.573224725945 0.899804351918 0
26 0.421769324340 0.682212877238 1
94 0.446945875977 0.670736844884 0
57 0.756029525842 0.797636829727 1
26 0.100209377649 0.895785241317 1
10 0.238893494291 0.288442254081 0
78 0.164686110342 0.861595053190 1
88 0.099183941670 0.776831278095 1
13 0.337582974018 0.956904540373 1
17 0.302088603673 0.489645266466 1
51 0.272222630622 0.950615120882 0
1 0.441938893882 0.822442577702 1
87 0.536777001059 0.560049714361 0
16 0.478661265847 0.502612212188 0
98 0.345107437096 0.527306549472 1
22 0.578062256884 0.862200764862 0
49 0.366341792457 0.475200107031 0
26 0.039013720413 0.197825647086 1
78 0.557022644874 0.735080298730 1
28 0.236370865853 0.566648777399 0
24 0.541161835068 0.999681522724 0
9 0.305233633638 0.402008578555 1
61 0.505101660477 0.606759062771 1
95 0.199265911603 0.397582791862 0
19 0.747476087514 0.938796674911 1
78 0.889824881381 0.972359121405 1
91 0.909751967172 0.963612756464 0
88 0.020854971434 0.253501842767 0
98 0.087954410889 0.955056839344 0
99 0.157927450918 0.462468643757 0
70 0.171341165712 0.766607902744 1
61 0.068844907598 0.477692241553 0
78 0.591740190950 0.998132933722 1
89 0.606051792548 0.751871126860 1
82 0.263127029759 0.670750248623 0
74 0.131383778291 0.810473901325 0
40 0.464990699569 0.625771138980 0
20 0.159143859134 0.649301514832 1
46 0.409248599536 0.894778352375 1
69 0.632983975884 0.789206370629 0
1 0.620306253888 0.789595878564 0
29 0.009737222505 0.664876851507 0
78 0.184507707992 0.360255378553 1
23 0.156546500706 0.476982996061 1
76 0.055252197871 0.783410642137 1
17 0.814740649955 0.904684263752 1
70 0.547647208416 0.785174500279 1
70 0.574437842527 0.867614289593 1
99 0.205286370280 0.678303309608 1
44 0.745188927588 0.857699519406 0
17 0.060817742871 0.851763086068 1
8 0.236471298746 0.292486195868 0
8 0.049599600230 0.686701072030 1
75 0.043994438577 0.829938417877 0
59 0.126968956160 0.454059712392 1
95 0.732803270843 0.843038058029 0
17 0.100320683207 0.513486598395 0
72 0.459231350728 0.711325796523 1
31 0.639474387504 0.659140998306 1
84 0.513401536391 0.967910874289 0
26 0.188818633217 0.678949904973 1
87 0.285320582345 0.689203998639 0
7 0.082444552977 0.935915766565 0
74 0.821880010147 0.960831249193 1
90 0.560335534606 0.704876467088 1
37 0.314519764852 0.949797741276 1
34 0.357062256107 0.650338700018 0
69 0.262315624566 0.771345804671 0
96 0.030938282996 0.202211385698 1
19 0.146525262403 0.515840506895 0
47 0.383449000487 0.492610227330 1
17 0.304296595312 0.341834955044 1
0 0.281989999504 0.732076619211 0
65 0.714911417209 0.735944055729 1
92 0.631737375219 0.656045259864 0
39 0.325027926461 0.733615056575 1
26 0.065654847184 0.072047395703 1
20 0.159551595823 0.399961364989 0
74 0.200688047809 0.963506716636 1
5 0.405933975476 0.665920795741 1
79 0.750090534594 0.888225622406 0
14 0.615024009641 0.637797578884 1
62 0.106538756314 0.133892429294 0
81 0.140136919320 0.575011057984 0
36 0.223974358076 0.234243878644 1
74 0.109995778021 0.783846315744 0
49 0.472876964635 0.587134677375 1
9 0.085749361328 0.890707229540 1
39 0.014164766731 0.899945534337 0
99 0.119970482226 0.362267286027 0
90 0.651457158736 0.906927053061 0
75 0.139333993674 0.860915712110 0
68 0.547181611725 0.940304301603 0
21 0.011800219359 0.589721093944 1
33 0.409125550577 0.985612215802 0
20 0.393464620524 0.872390199968 1
19 0.300526056333 0.942067673247 1
93 0.088078385104 0.152948595616 0
57 0.486632921484 0.986687124652 1
81 0.020344187365 0.215799261334 0
4 0.860679713828 0.982530487282 1
34 0.348525862311 0.843160142669 1
64 0.214082713998 0.904530803014 0
0 0.222765990276 0.444507674208 1
33 0.585470091429 0.824519879666 1
67 0.353038078329 0.854496161577 1
24 0.554252718407 0.991166979868 1
12 0.314186347364 0.546418455576 0
40 0.206635315892 0.888684111297 1
84 0.078334255728 0.135405937614 1
59 0.279815014242 0.289440729202 0
94 0.321117099875 0.485059614043 0
36 0.432663056754 0.974771697417 1
6 0.028801993400 0.631395416255 1
36 0.376969197507 0.976186424914 0
47 0.114920094086 0.732760245636 0
33 0.153822866899 0.573710468242 1
2 0.332889966322 0.824355237898 1
26 0.392440765362 0.831791818362 1
54 0.476276567088 0.525192472082 1
82 0.741582591144 0.841476568168 1
60 0.521411055307 0.686472717052 0
46 0.775032551240 0.945326804517 1
29 0.365262172698 0.522235258723 1
72 0.533365141719 0.801467893524 0
59 0.077423125642 0.231273861612 0
45 0.297180781504 0.909369191483 0
79 0.511512897401 0.982289945580 0
26 0.341548914771 0.508620301424 1
76 0.461974778302 0.747380490520 0
62 0.374312869864 0.785832649637 0
55 0.356994896084 0.388268061483 1
60 0.284445221059 0.461090774328 0
15 0.022205553954 0.476302276151 1
97 0.204300333126 0.452384691836 1
82 0.421894132038 0.433436138483 0
49 0.525181458164 0.852763944582 1
29 0.561358271909 0.945003890935 0
78 0.021009032280 0.083831670366 0
54 0.341705970191 0.734922868217 1
42 0.383228390433 0.817621763338 1
58 0.164687008937 0.914479760354 0
98 0.933483116398 0.944136187663 0
13 0.115111665667 0.222435708652 1
3 0.213858541030 0.778573434959 1
33 0.069802009875 0.222985320454 0
55 0.732388440633 0.763800250040 0
52 0.182683904269 0.559047761012 0
84 0.666738904510 0.833269957927 1
91 0.044459978577 0.978246155005 0
76 0.169246309017 0.391153332568 0
81 0.409335506585 0.866645252521 1
33 0.701375799773 0.924490616078 1
72 0.322426990975 0.537694781011 1
26 0.627983319262 0.813932431644 0
69 0.808237995014 0.823995245399 1
73 0.094195001375 0.507481377200 0
22 0.036266927313 0.331292165097 1
44 0.490379317262 0.761186992276 1
84 0.301209939839 0.508571504945 1
6 0.234356863937 0.417026917124 1
14 0.028162609727 0.446716431121 1
1 0.418708799357 0.891890547074 0
38 0.434835171343 0.559706517136 1
24 0.272185923862 0.724965394398 0
5 0.682523209145 0.747220284617 1
25 0.745710392643 0.982356597382 0
0 0.319047663605 0.439417782906 1
9 0.841316848616 0.868986355161 1
71 0.150763517666 0.167569065377 1
35 0.686635521026 0.873982050942 0
69 0.602403864611 0.948828234769 1
51 0.024486252487 0.763759968665 0
89 0.055693821179 0.738159518371 1
20 0.530187022616 0.837477073397 1
86 0.222630287778 0.970769885547 1
44 0.396317551012 0.610311062502 0
19 0.700570096396 0.876957734640 1
34 0.098136144479 0.472640783861 0
7 0.243904486864 0.457872892172 0
11 0.540454775541 0.762706182205 0
17 0.120596861047 0.665530278954 1
20 0.323423717722 0.511872649216 0
92 0.674753176551 0.754284194740 0
17 0.855334493623 0.909328897964 0
1 0.159304692475 0.494441538868 1
40 0.292169519298 0.755016878359 0
83 0.438924496096 0.634166079928 1
59 0.834702636940 0.899964619481 1
48 0.787446550044 0.898487690833 0
97 0.333623772567 0.785460037266 0
40 0.110714055843 0.814915041863 1
41 0.649068979317 0.849835169397 0
49 0.256503497628 0.436462966739 1
82 0.924235144768 0.941292900887 0
55 0.204314930098 0.507147780047 1
10 0.374990335034 0.672591330323 0
3 0.045921973895 0.630167997383 1
88 0.097842935860 0.118715832999 0
87 0.379297951238 0.844691668317 0
61 0.591853593245 0.623269319886 1
97 0.221650853410 0.569087399008 0
0 0.144418749685 0.388243153171 0
55 0.118493838862 0.198922096670 1
52 0.216269100685 0.992126355305 0
32 0.049157869207 0.472094911996 1
20 0.339131986764 0.863731436828 0
37 0.182382509745 0.330837463382 0
50 0.196496306242 0.553466612280 0
96 0.224226173660 0.660721732301 0
11 0.297350151293 0.770894217899 0
93 0.212002321076 0.431485772033 0
78 0.073867974901 0.193260710036 1
83 0.618447722859 0.952543658275 0
19 0.466091299740 0.964789279359 0
93 0.578875179928 0.615149082973 1
23 0.867949484687 0.942172707250 0
44 0.014998247287 0.607605602055 1
69 0.565305233063 0.722977756220 0
13 0.085027407242 0.967049029488 0
3 0.322001665545 0.456716583229 1
81 0.663054202937 0.702370008365 0
28 0.580331408156 0.908065853771 1
15 0.731659142549 0.916687552360 0
95 0.182662821928 0.427808966102 0
46 0.163798421540 0.664834398480 1
59 0.357373146430 0.811526243513 0
33 0.428402599505 0.675558332402 1
43 0.312625873968 0.631411085859 1
83 0.263902733184 0.785298057457 0
84 0.238903419054 0.406756015757 0
68 0.435464934191 0.885064807578 1
0 0.792817983560 0.840843618509 1
82 0.469107633754 0.836610028569 0
59 0.561367424376 0.642500848735 0
15 0.712864044867 0.760378953346 1
1 0.462324512616 0.836348813070 0
77 0.695235848256 0.837283120804 0
88 0.474421912339 0.687499899844 1
61 0.682347868517 0.715763676335 0
27 0.327510347024 0.337312850160 0
40 0.018044487532 0.820049013972 0
26 0.139913433400 0.254479083090 0
31 0.468621723677 0.745678889616 0
57 0.281711793423 0.534687424687 0
22 0.250842433152 0.884969028865 1
86 0.553714441293 0.726910449869 0
67 0.833688376514 0.886455019344 0
1 0.190688726868 0.423504422412 0
99 0.396911019696 0.849169637623 1
95 0.301296300732 0.695543935640 1
87 0.022126019722 0.084114486757 1
40 0.728084686160 0.848791996621 1
40 0.015888862165 0.743294235494 0
78 0.328006366178 0.481068569643 1
86 0.570716598402 0.604288202265 1
80 0.363883446155 0.507448520382 1
40 0.040160290856 0.385009237175 1
9 0.190895581512 0.234785953230 0
8 0.554590826923 0.566887138022 1
92 0.115926802245 0.868822144710 0
21 0.685980738167 0.795005775917 1
24 0.346653527314 0.559448341315 1
2 0.055641929610 0.857502636260 1
71 0.566385203556 0.876298135686 1
53 0.398083796400 0.986707949699 1
58 0.185678772193 0.785567209661 1
13 0.507104207447 0.551773090603 0
20 0.432310209584 0.777125693262 0
16 0.090062959747 0.849359083006 1
26 0.038433879800 0.286154255220 0
31 0.145342228460 0.856720886835 0
48 0.195586207449 0.939227062874 1
29 0.229862182289 0.919592002981 1
32 0.046258024197 0.175426774412 1
22 0.600289092927 0.743871143970 1
60 0.353379080729 0.965556532247 1
14 0.376742128104 0.747851205967 1
58 0.365321693071 0.451533928717 0
77 0.435521841240 0.968862532674 1
34 0.010716979945 0.323339712349 1
2 0.224886277483 0.627222597334 1
78 0.198128503986 0.774027102905 1
98 0.495598444172 0.569917225627 0
79 0.281593672850 0.483183582349 0
47 0.298599653343 0.389242494994 1
24 0.414036191012 0.947190128092 1
94 0.583535667866 0.670939433134 0
30 0.115711130314 0.966745518727 0
76 0.061549940449 0.286080502826 1
45 0.026578295822 0.677267820692 1
92 0.160948262153 0.483340378314 0
58 0.679904387522 0.963265836687 0
26 0.344389919146 0.624719475294 0
19 0.334709083072 0.644484191955 1
48 0.566135050034 0.736365355260 1
90 0.119419895910 0.839462166091 0
75 0.504267789751 0.857864862548 0
86 0.048262306597 0.462784204635 0
20 0.070022045053 0.744127700249 1
64 0.067465188125 0.659180438377 0
27 0.482288081640 0.521080580757 1
8 0.340609370573 0.913231038279 0
5 0.100398525448 0.434752569847 1
30 0.276345401242 0.875163154803 0
42 0.060761610121 0.125677969032 1
21 0.578214867360 0.921682556739 1
19 0.274839235618 0.374780069134 1
65 0.724289582035 0.981094650937 1
94 0.587016803527 0.657328710693 0
12 0.609912217440 0.893759444677 0
55 0.114524595597 0.352717232398 1
30 0.191678741223 0.954627532463 0
78 0.198222804302 0.751200284601 0
48 0.193769475999 0.437396077413 0
57 0.012190047699 0.465038760990 0
48 0.224489516302 0.757731967215 0
54 0.270802205636 0.526970568388 0
73 0.494247654378 0.748610104977 0
50 0.474781501247 0.896096430713 1
62 0.285392784306 0.761377774162 0
43 0.376989779457 0.688024034983 1
31 0.123199646335 0.404032106609 1
41 0.465431446393 0.749984692984 1
42 0.304412559536 0.423017843437 1
93 0.553632837870 0.636056892302 1
44 0.175131883511 0.431983347508 0
44 0.607585342786 0.788872578723 0
61 0.573858501223 0.897003039572 0
43 0.725884564641 0.812577674071 0
36 0.461540110966 0.647548625939 1
52 0.511003795124 0.699983577442 0
76 0.398271111852 0.973644480850 1
16 0.662278290741 0.917458469241 1
57 0.212629703719 0.505382576778 1
9 0.496589340939 0.903384761946 1
50 0.147160560673 0.556196774214 1
66 0.581638979910 0.742134093940 1
73 0.229137493476 0.925438213189 0
43 0.538963942130 0.927021469732 1
78 0.365733597948 0.564426342182 0
35 0.678663843079 0.834950868451 0
17 0.847600629851 0.881468569497 1
81 0.343274611625 0.432475576962 1
48 0.205549301186 0.924824602855 1
52 0.667629376080 0.946217316495 0
93 0.431751158138 0.583824923954 1
48 0.295379337230 0.653767611350 0
50 0.021777179673 0.355666618969 1
95 0.560610379767 0.686402762598 0
69 0.197350241672 0.666007878220 0
94 0.403968280589 0.522577949699 1
69 0.675192990430 0.891410369044 1
30 0.275681263337 0.452039960116 1
32 0.307662149877 0.325212442546 1
67 0.458272025091 0.963409969366 0
9 0.698422543013 0.774971931981 1
58 0.226459361884 0.827623446678 1
78 0.036673762478 0.854145230263 1
78 0.756285157261 0.775976459539 0
92 0.887410884419 0.913726701862 1
78 0.486317125982 0.544582884202 0
4 0.382704094748 0.914344236318 0
59 0.788630093671 0.838830054176 1
28 0.118118341697 0.664376656805 0
65 0.150571274501 0.336695450420 1
10 0.134546890136 0.997094742183 1
47 0.355212943283 0.873120175440 0
79 0.046311843523 0.783615768470 0
32 0.077427417012 0.390987958499 0
22 0.216875331418 0.399112991345 1
61 0.268774244894 0.673446748472 1
76 0.597768068619 0.831528631108 1
42 0.347745647720 0.717352513931 0
3 0.699266101604 0.737105632705 1
60 0.493807972169 0.769343778953 0
31 0.234490930469 0.836859611095 1
29 0.261647555542 0.916681884617 0
43 0.746940962788 0.812298659658 0
37 0.415057556340 0.549985550032 0
60 0.581015314567 0.702357974629 1
7 0.158640471730 0.501466742269 1
56 0.483972077309 0.720197709158 1
29 0.279355084383 0.335920549974 1
8 0.537004769564 0.617031691450 0
62 0.130415389110 0.754821889320 0
56 0.284770155034 0.291977433711 1
53 0.186955058905 0.900655239255 1
77 0.111629260430 0.652201270435 1
67 0.026540850105 0.817196577858 0
22 0.323444268379 0.730562540277 0
51 0.402947371204 0.904346289166 1
94 0.229674248969 0.763531163976 1
79 0.041128142189 0.171058116401 1
67 0.422908762824 0.691747866899 1
43 0.755768841510 0.762815025196 0
51 0.386926133593 0.846237750202 0
56 0.344692545500 0.588228845224 0
35 0.167519772504 0.812722938827 1
26 0.039336612693 0.278882674589 1
83 0.445211396700 0.590750060956 0
14 0.707337239916 0.787549093491 0
11 0.357249702973 0.733730537265 1
33 0.133395708726 0.319772221744 0
2 0.503226810824 0.620030960247 1
55 0.424107879065 0.950889568486 0
28 0.372012544777 0.976692771094 1
56 0.268905281144 0.405981820724 0
9 0.104500862516 0.493385390913 1
31 0.419560518918 0.625127944982 0
16 0.001380919878 0.335038978804 1
66 0.309451340218 0.860533743153 0
23 0.031307142846 0.958622479930 1
25 0.394697163774 0.395550717817 0
94 0.143250961765 0.807716527364 1
88 0.197144103717 0.960186876527 0
56 0.228074125593 0.712462318547 1
76 0.294383973963 0.727903214350 1
61 0.142406302189 0.174228432096 1
50 0.515368469058 0.584217181230 1
13 0.070839375218 0.799238619545 1
49 0.226224467160 0.803528116977 0
50 0.546406384669 0.945256515805 1
98 0.751461525729 0.768166323195 1
23 0.238820838183 0.357883154595 1
82 0.394968126599 0.695460711176 1
